	roi	ab_ref_index_mean	ab_ref_index_sem	af_ref_index_mean	af_ref_index_sem	ab_af_diff	ab_af_p_val_unilateral	ab_af_p_text_unilateral	ab_af_p_val_bilateral	ab_af_p_text_bilateral	ab_zero_diff	ab_zero_p_val_unilateral	ab_zero_p_text_unilateral	ab_zero_p_val_bilateral	ab_zero_p_text_bilateral	af_zero_diff	af_zero_p_val_unilateral	af_zero_p_text_unilateral	af_zero_p_val_bilateral	af_zero_p_text_bilateral
0	V1	0.46012931369820875	0.051604168876535156	0.4196130226100482	0.04395626374997877	0.04051629108816057	0.19921875	p = 0.20	0.3984375	p = 0.40	0.46012931369820875	0.00390625	p < 0.01	0.0078125	p < 0.01	0.4196130226100482	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	0.42096837575045976	0.06450502664142721	0.303986548931784	0.080276429554657	0.11698182681867575	0.00390625	p < 0.01	0.0078125	p < 0.01	0.42096837575045976	0.00390625	p < 0.01	0.0078125	p < 0.01	0.303986548931784	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	0.40215299137195815	0.03462946683378132	0.21049804140819445	0.07023339591148361	0.1916549499637637	0.00390625	p < 0.01	0.0078125	p < 0.01	0.40215299137195815	0.0	p < 0.0001	0.0	p < 0.0001	0.21049804140819445	0.015625	p < 0.05	0.03125	p < 0.05
0	V3AB	0.37646831192323227	0.07006053511998489	0.4042902476034126	0.0549131192618339	-0.02782193568018032	0.3828125	p = 0.38	0.765625	p = 0.77	0.37646831192323227	0.0	p < 0.0001	0.0	p < 0.0001	0.4042902476034126	0.00390625	p < 0.01	0.0078125	p < 0.01
0	hMT+	0.2593841018497976	0.064983553954786	0.3702454405119294	0.10363227145031409	-0.11086133866213183	0.265625	p = 0.27	0.53125	p = 0.53	0.2593841018497976	0.00390625	p < 0.01	0.0078125	p < 0.01	0.3702454405119294	0.01171875	p < 0.05	0.0234375	p < 0.05
0	LO	0.30851845152961566	0.03150427867574327	0.41880755643025935	0.09802276037193641	-0.1102891049006437	0.1875	p = 0.19	0.375	p = 0.38	0.30851845152961566	0.00390625	p < 0.01	0.0078125	p < 0.01	0.41880755643025935	0.0078125	p < 0.01	0.015625	p < 0.05
0	VO	0.32963473518994557	0.04691528171164226	0.2910068018809363	0.06718921254023925	0.038627933309009266	0.3203125	p = 0.32	0.640625	p = 0.64	0.32963473518994557	0.00390625	p < 0.01	0.0078125	p < 0.01	0.2910068018809363	0.00390625	p < 0.01	0.0078125	p < 0.01
0	iIPS	0.2858569410550166	0.04467220602483595	0.27567241142325394	0.07924645327189299	0.01018452963176264	0.45703125	p = 0.46	0.9140625	p = 0.91	0.2858569410550166	0.00390625	p < 0.01	0.0078125	p < 0.01	0.27567241142325394	0.01171875	p < 0.05	0.0234375	p < 0.05
0	sIPS	0.3353244164066502	0.04650670918847224	0.32177888037561697	0.09683121066461138	0.013545536031033256	0.453125	p = 0.45	0.90625	p = 0.91	0.3353244164066502	0.00390625	p < 0.01	0.0078125	p < 0.01	0.32177888037561697	0.01171875	p < 0.05	0.0234375	p < 0.05
0	iPCS	0.24907817002839977	0.0843301712001291	0.2644299784579108	0.09503016042299718	-0.015351808429511005	0.46484375	p = 0.46	0.9296875	p = 0.93	0.24907817002839977	0.015625	p < 0.05	0.03125	p < 0.05	0.2644299784579108	0.01171875	p < 0.05	0.0234375	p < 0.05
0	sPCS	0.36261443803528204	0.09181585575237085	0.4116284939422963	0.10885908330687566	-0.04901405590701424	0.375	p = 0.38	0.75	p = 0.75	0.36261443803528204	0.0078125	p < 0.01	0.015625	p < 0.05	0.4116284939422963	0.0078125	p < 0.01	0.015625	p < 0.05
0	mPCS	0.20421244636155333	0.05288098429061672	0.2662192859200906	0.07710630962409654	-0.06200683955853725	0.27734375	p = 0.28	0.5546875	p = 0.55	0.20421244636155333	0.00390625	p < 0.01	0.0078125	p < 0.01	0.2662192859200906	0.0	p < 0.0001	0.0	p < 0.0001
