	roi	cond	retino_r2change_mean	retino_r2change_sem	spatio_r2change_mean	spatio_r2change_sem	retino_spatio_diff	retino_spatio_p_val_unilateral	retino_spatio_p_text_unilateral	retino_spatio_p_val_bilateral	retino_spatio_p_text_bilateral	retino_zero_diff	retino_zero_p_val_unilateral	retino_zero_p_text_unilateral	retino_zero_p_val_bilateral	retino_zero_p_text_bilateral	spatio_zero_diff	spatio_zero_p_val_unilateral	spatio_zero_p_text_unilateral	spatio_zero_p_val_bilateral	spatio_zero_p_text_bilateral
0	V1	af	-0.0021360781045370227	0.0030714215768758773	-0.05979393596256127	0.012046186030241232	0.05765785785802425	0.00390625	p < 0.01	0.0078125	p < 0.01	-0.0021360781045370227	0.265625	p = 0.27	0.53125	p = 0.53	-0.05979393596256127	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	af	-0.0007476662947037495	0.0028621953047867784	-0.03218810348731794	0.009031076911775578	0.03144043719261419	0.0	p < 0.0001	0.0	p < 0.0001	-0.0007476662947037495	0.421875	p = 0.42	0.84375	p = 0.84	-0.03218810348731794	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	af	-0.0036728311785233295	0.0040134210551938	-0.023765138527455903	0.007302749863113221	0.020092307348932574	0.00390625	p < 0.01	0.0078125	p < 0.01	-0.0036728311785233295	0.20703125	p = 0.21	0.4140625	p = 0.41	-0.023765138527455903	0.015625	p < 0.05	0.03125	p < 0.05
0	V3AB	af	0.004647179004472798	0.007866022982035765	-0.010355243057690899	0.009741532436368903	0.015002422062163697	0.0078125	p < 0.01	0.015625	p < 0.05	0.004647179004472798	0.30078125	p = 0.30	0.6015625	p = 0.60	-0.010355243057690899	0.1484375	p = 0.15	0.296875	p = 0.30
0	hMT+	af	0.01375232367000695	0.009422724272696343	0.0091161282983824	0.010073474984193054	0.00463619537162455	0.015625	p < 0.05	0.03125	p < 0.05	0.01375232367000695	0.140625	p = 0.14	0.28125	p = 0.28	0.0091161282983824	0.22265625	p = 0.22	0.4453125	p = 0.45
0	LO	af	0.002465709980446494	0.010640538031651993	-0.012704197202578383	0.011894734415674244	0.015169907183024876	0.0078125	p < 0.01	0.015625	p < 0.05	0.002465709980446494	0.3984375	p = 0.40	0.796875	p = 0.80	-0.012704197202578383	0.1484375	p = 0.15	0.296875	p = 0.30
0	VO	af	0.010976187002106204	0.00929821695134661	0.0035593077016440357	0.009987213234600995	0.0074168793004621685	0.00390625	p < 0.01	0.0078125	p < 0.01	0.010976187002106204	0.18359375	p = 0.18	0.3671875	p = 0.37	0.0035593077016440357	0.47265625	p = 0.47	0.9453125	p = 0.95
0	iIPS	af	0.00983318803418445	0.007006199390956823	0.00730475588880834	0.006884284572309831	0.00252843214537611	0.0546875	p = 0.05	0.109375	p = 0.11	0.00983318803418445	0.140625	p = 0.14	0.28125	p = 0.28	0.00730475588880834	0.1953125	p = 0.20	0.390625	p = 0.39
0	sIPS	af	0.00722504241924494	0.003587767776912407	0.004788586712923138	0.0032832667197669517	0.002436455706321802	0.0234375	p < 0.05	0.046875	p < 0.05	0.00722504241924494	0.046875	p < 0.05	0.09375	p = 0.09	0.004788586712923138	0.12109375	p = 0.12	0.2421875	p = 0.24
0	iPCS	af	0.007962136425908182	0.004636638729584716	0.005976542904164625	0.004624055993168694	0.001985593521743557	0.02734375	p < 0.05	0.0546875	p = 0.05	0.007962136425908182	0.06640625	p = 0.07	0.1328125	p = 0.13	0.005976542904164625	0.14453125	p = 0.14	0.2890625	p = 0.29
0	sPCS	af	0.0044877564033056466	0.0030447444210996125	0.001969739701587839	0.003068403684345463	0.0025180167017178076	0.01171875	p < 0.05	0.0234375	p < 0.05	0.0044877564033056466	0.09765625	p = 0.10	0.1953125	p = 0.20	0.001969739701587839	0.26953125	p = 0.27	0.5390625	p = 0.54
0	mPCS	af	0.004033032993863661	0.0025184359199557013	0.0026577190105885303	0.0020909504126480852	0.001375313983275131	0.0078125	p < 0.01	0.015625	p < 0.05	0.004033032993863661	0.08203125	p = 0.08	0.1640625	p = 0.16	0.0026577190105885303	0.13671875	p = 0.14	0.2734375	p = 0.27
